MURA-v1.1/train/XR_HUMERUS/patient02695/study1_positive/image1.png,1
MURA-v1.1/train/XR_HUMERUS/patient02626/study1_positive/image1.png,2
MURA-v1.1/train/XR_HUMERUS/patient02626/study1_positive/image2.png,2
MURA-v1.1/train/XR_HUMERUS/patient02696/study1_positive/image1.png,0
MURA-v1.1/train/XR_HUMERUS/patient02696/study1_positive/image2.png,0
MURA-v1.1/train/XR_HUMERUS/patient02697/study1_positive/image1.png,1
MURA-v1.1/train/XR_HUMERUS/patient02697/study1_positive/image2.png,1
MURA-v1.1/train/XR_HUMERUS/patient02698/study1_positive/image1.png,0
MURA-v1.1/train/XR_HUMERUS/patient02698/study1_positive/image2.png,0
MURA-v1.1/train/XR_HUMERUS/patient02699/study1_positive/image1.png,1
MURA-v1.1/train/XR_HUMERUS/patient02699/study1_positive/image2.png,1
MURA-v1.1/train/XR_HUMERUS/patient02700/study1_positive/image1.png,1
MURA-v1.1/train/XR_HUMERUS/patient02701/study1_positive/image1.png,1
MURA-v1.1/train/XR_HUMERUS/patient02701/study1_positive/image2.png,1
MURA-v1.1/train/XR_HUMERUS/patient02702/study1_positive/image1.png,2
MURA-v1.1/train/XR_HUMERUS/patient02702/study1_positive/image2.png,2
MURA-v1.1/train/XR_HUMERUS/patient02703/study1_positive/image1.png,0
MURA-v1.1/train/XR_HUMERUS/patient02703/study1_positive/image2.png,0
MURA-v1.1/train/XR_HUMERUS/patient02704/study1_positive/image1.png,1
MURA-v1.1/train/XR_HUMERUS/patient02704/study1_positive/image2.png,1
MURA-v1.1/train/XR_HUMERUS/patient02705/study1_positive/image1.png,0
MURA-v1.1/train/XR_HUMERUS/patient00051/study1_positive/image1.png,1
MURA-v1.1/train/XR_HUMERUS/patient00051/study1_positive/image2.png,1
MURA-v1.1/train/XR_HUMERUS/patient00363/study1_positive/image1.png,1
MURA-v1.1/train/XR_HUMERUS/patient00363/study1_positive/image2.png,1
MURA-v1.1/train/XR_HUMERUS/patient00577/study1_positive/image1.png,1
MURA-v1.1/train/XR_HUMERUS/patient00577/study1_positive/image2.png,1
MURA-v1.1/train/XR_HUMERUS/patient01344/study1_positive/image1.png,1
MURA-v1.1/train/XR_HUMERUS/patient01344/study1_positive/image2.png,1
MURA-v1.1/train/XR_HUMERUS/patient01344/study1_positive/image3.png,1
MURA-v1.1/train/XR_HUMERUS/patient01464/study1_positive/image1.png,0
MURA-v1.1/train/XR_HUMERUS/patient01464/study1_positive/image2.png,0
MURA-v1.1/train/XR_HUMERUS/patient01624/study1_positive/image1.png,1
MURA-v1.1/train/XR_HUMERUS/patient01624/study1_positive/image2.png,1
MURA-v1.1/train/XR_HUMERUS/patient01754/study1_positive/image1.png,1
MURA-v1.1/train/XR_HUMERUS/patient01754/study1_positive/image2.png,1
MURA-v1.1/train/XR_HUMERUS/patient01768/study1_positive/image1.png,2
MURA-v1.1/train/XR_HUMERUS/patient01768/study1_positive/image2.png,2
MURA-v1.1/train/XR_HUMERUS/patient01836/study1_positive/image1.png,1
MURA-v1.1/train/XR_HUMERUS/patient01836/study1_positive/image2.png,1
MURA-v1.1/train/XR_HUMERUS/patient01836/study1_positive/image3.png,1
MURA-v1.1/train/XR_HUMERUS/patient01836/study1_positive/image4.png,1
MURA-v1.1/train/XR_HUMERUS/patient01856/study1_positive/image1.png,2
MURA-v1.1/train/XR_HUMERUS/patient01856/study1_positive/image2.png,2
MURA-v1.1/train/XR_HUMERUS/patient01944/study1_positive/image1.png,1
MURA-v1.1/train/XR_HUMERUS/patient01944/study1_positive/image2.png,1
MURA-v1.1/train/XR_HUMERUS/patient02164/study1_positive/image1.png,0
MURA-v1.1/train/XR_HUMERUS/patient02164/study1_positive/image2.png,0
MURA-v1.1/train/XR_HUMERUS/patient02185/study1_positive/image1.png,0
MURA-v1.1/train/XR_HUMERUS/patient02185/study1_positive/image2.png,0
